"rhail_code","rhail_codedefinitionid","rhail_codetype","rhail_definition","importsequencenumber","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","owningbusinessunit"
"N791","f168aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing history & physical report.","","1","0","","","31491895","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N790","f068aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Provider/supplier not accredited for product/service.","","1","0","","","31491893","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N79","66efa58f-e2d1-ef11-8eea-6045bd080606","984780001","Service billed is not compatible with patient location information.","","1","0","","","31491891","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N789","ef68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Clinical Trial is not a covered benefit.","","1","0","","","31491889","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N788","ee68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Alert: The third-party administrator/review organization did not receive the required information.","","1","0","","","31491887","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N787","ed68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Alert: Under 42 CFR 410.43, an eligible Partial Hospitalization Program (PHP) patient/beneficiary requires a minimum of 20 hours of PHP services per week, as evidenced in the plan of care. PHP services must be furnished in accordance with the plan of care.","","1","0","","","31491885","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N786","eb68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Benefit limitation for the orthodontic active and/or retention phase of treatment.","","1","0","","","31491883","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N785","ea68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing current radiology film/images.","","1","0","","","31491881","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N784","e968aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing comprehensive procedure code.","","1","0","","","31491877","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N783","e868aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Alert: Patient is a Medicaid/ Qualified Medicare Beneficiary. Review your records for any wrongfully collected copayment. This amount may be billed to a subsequent payer.","","1","0","","","31491874","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N782","e768aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Alert: Patient is a Medicaid/ Qualified Medicare Beneficiary. Review your records for any wrongfully collected coinsurance. This amount may be billed to a subsequent payer.","","1","0","","","31491872","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N781","e668aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Alert: Patient is a Medicaid/ Qualified Medicare Beneficiary. Review your records for any wrongfully collected deductible. This amount may be billed to a subsequent payer.
Notes: (Modified 3/1/2018)","","1","0","","","31491870","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N780","e568aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid end therapy date.","","1","0","","","31491868","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N78","65efa58f-e2d1-ef11-8eea-6045bd080606","984780001","The necessary components of the child and teen checkup (EPSDT) were not completed.","","1","0","","","31491866","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N779","e468aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Replacement/Void claims cannot be submitted until the original claim has finalized. Please resubmit once payment or denial is received.","","1","0","","","31491864","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N778","e368aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing Primary Care Physician Information.","","1","0","","","31491862","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N777","e268aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing Assignment of Benefits Indicator.","","1","0","","","31491860","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N776","e168aa93-e2d1-ef11-8eea-00224804c5e5","984780001","This service is not a covered Telehealth service.","","1","0","","","31491858","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N775","e068aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Payment adjusted based on x-ray radiograph on film.","","1","0","","","31491852","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N774","df68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Alert: Refer to your Third Party Processor Agreement for specific information on fees associated with this payment type.","","1","0","","","31491850","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N773","de68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Drug supplied not obtained from specialty vendor.","","1","0","","","31491848","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N772","dd68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Alert: Rebill urgent/emergent and ancillary services separately.","","1","0","","","31491846","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N771","dc68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Alert: Under Federal law you cannot charge more than the limiting charge amount.","","1","0","","","31491844","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N770","db68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","The adjustment request received from the provider has been processed. Your original claim has been adjusted based on the information received.","","1","0","","","31491842","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N77","64efa58f-e2d1-ef11-8eea-6045bd080606","984780001","Missing/incomplete/invalid designated provider number.","","1","0","","","31491839","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N769","da68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","A lateral diagnosis is required.","","1","0","","","31491837","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N768","d968aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Incomplete/invalid initial evaluation report.","","1","0","","","31491835","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N767","d868aa93-e2d1-ef11-8eea-00224804c5e5","984780001","The Medicaid state requires provider to be enrolled in the member's Medicaid state program prior to any claim benefits being processed.","","1","0","","","31491833","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N766","d768aa93-e2d1-ef11-8eea-00224804c5e5","984780001","This payer does not cover co-payment assessed by a previous payer.","","1","0","","","31491831","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N765","d668aa93-e2d1-ef11-8eea-00224804c5e5","984780001","This payer does not cover coinsurance assessed by a previous payer.","","1","0","","","31491829","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N764","d568aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid Hematocrit (HCT) value.","","1","0","","","31491827","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N763","d468aa93-e2d1-ef11-8eea-00224804c5e5","984780001","The demonstration code is not appropriate for this claim; resubmit without a demonstration code.","","1","0","","","31491825","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N762","d368aa93-e2d1-ef11-8eea-00224804c5e5","984780001","This facility is not certified for Tomosynthesis (3-D) mammography.","","1","0","","","31491823","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N761","d268aa93-e2d1-ef11-8eea-00224804c5e5","984780001","This provider is not authorized to receive payment for the service(s).","","1","0","","","31491821","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N760","d168aa93-e2d1-ef11-8eea-00224804c5e5","984780001","This facility is not authorized to receive payment for the service(s).","","1","0","","","31491819","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N76","63efa58f-e2d1-ef11-8eea-6045bd080606","984780001","Missing/incomplete/invalid number of riders.","","1","0","","","31491817","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N759","d068aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Payment adjusted based on the National Electrical Manufacturers Association (NEMA) Standard XR-29-2013.","","1","0","","","31491815","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N758","cf68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Adjusted based on the prior authorization decision.","","1","0","","","31491813","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N757","ce68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Adjusted based on the Federal Indian Fees schedule (MLR).","","1","0","","","31491811","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N756","cd68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid point of drop-off address.","","1","0","","","31491809","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N755","cc68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid ICD Indicator.","","1","0","","","31491803","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N754","cb68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid Referring Provider or Other Source Qualifier on the 1500 Claim Form.","","1","0","","","31491797","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N751","c868aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Adjusted because the patient is covered under a Medicare Part D plan.","","1","0","","","31491795","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N753","ca68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid Attachment Control Number.","","1","0","","","31491793","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N752","c968aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid HIPPS Treatment Authorization Code (TAC).","","1","0","","","31491791","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N750","c768aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Incomplete/invalid Blood Gas Report.","","1","0","","","31491787","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N75","62efa58f-e2d1-ef11-8eea-6045bd080606","984780001","Missing/incomplete/invalid tooth surface information.","","1","0","","","31491785","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N749","c668aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing Blood Gas Report.","","1","0","","","31491783","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N748","c568aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Adjusted because the related hospital charges have not been received.","","1","0","","","31491781","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N747","c468aa93-e2d1-ef11-8eea-00224804c5e5","984780001","This is a misdirected claim/service. Submit the claim to the payer/plan where the patient resides.","","1","0","","","31491780","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N746","c368aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Incomplete/invalid Ambulance Report.","","1","0","","","31491774","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N745","c268aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing Ambulance Report.","","1","0","","","31491772","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N744","c168aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Adjusted because the services may be related to an auto/other accident.","","1","0","","","31491770","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N743","c068aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Adjusted because the services may be related to an employment accident.","","1","0","","","31491768","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N741","bf68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","This is a site neutral payment.","","1","0","","","31491766","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N740","be68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","The member's Consumer Spending Account does not contain sufficient funds to cover the member's liability for this claim/service.","","1","0","","","31491764","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N74","61efa58f-e2d1-ef11-8eea-6045bd080606","984780001","Resubmit with multiple claims, each claim covering services provided in only one calendar month.","","1","0","","","31491762","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N739","bd68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing Vein Study Report.","","1","0","","","31491760","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N738","bc68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Incomplete/invalid Vein Study Report.","","1","0","","","31491758","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N737","bb68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing Sleep Study Report.","","1","0","","","31491756","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N736","ba68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Incomplete/invalid Sleep Study Report.","","1","0","","","31491750","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N734","b968aa93-e2d1-ef11-8eea-00224804c5e5","984780001","The patient is eligible for these medical services only when unable to work or perform normal activities due to an illness or injury.","","1","0","","","31491748","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N733","b868aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Regulatory surcharges are paid directly to the state.","","1","0","","","31491746","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N732","b768aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Services performed at an unlicensed facility are not reimbursable.","","1","0","","","31491744","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N731","b668aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Incomplete/Invalid mental health assessment.","","1","0","","","31491742","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N730","b568aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Incomplete/invalid patient medical/dental record for this service.","","1","0","","","31491740","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N729","b468aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing patient medical/dental record for this service.","","1","0","","","31491739","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N728","b368aa93-e2d1-ef11-8eea-00224804c5e5","984780001","A workers' compensation insurer has reported having ongoing responsibility for medical services (ORM) for this diagnosis.","","1","0","","","31491737","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N727","b268aa93-e2d1-ef11-8eea-00224804c5e5","984780001","A no-fault insurer has reported having ongoing responsibility for medical services (ORM) for this diagnosis.","","1","0","","","31491735","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N726","b168aa93-e2d1-ef11-8eea-00224804c5e5","984780001","A conditional payment is not allowed.","","1","0","","","31491732","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N725","b068aa93-e2d1-ef11-8eea-00224804c5e5","984780001","A liability insurer has reported having ongoing responsibility for medical services (ORM) for this diagnosis.","","1","0","","","31491730","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N724","af68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Patient must use No-Fault set-aside (NFSA) funds to pay for the medical service or item.","","1","0","","","31491728","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N723","ae68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Patient must use Liability set-aside (LSA) funds to pay for the medical service or item.","","1","0","","","31491726","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N722","ad68aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Patient must use Workers' Compensation Set-Aside (WCSA) funds to pay for the medical service or item.","","1","0","","","31491724","dc5c7cb8-6921-ef11-840b-0022480a10b0"
